1dir,4,241,1,-1,-1,-1,-1,NE,-1,2,QWERTY,touchpad,821.8333164334481,-1,-1,-1,-1,53.36999954060339,286.60251220113196,0,266,266,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,242,2,-1,-1,-1,-1,NW,-1,2,QWERTY,touchpad,619.6103614369275,-1,-1,-1,-1,132.08916217383225,167.09278859364338,0,299,299,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,243,3,-1,-1,-1,-1,SW,-1,2,QWERTY,touchpad,571.8540023467528,-1,-1,-1,-1,230.93741609948154,177.73013250431114,0,283,283,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,244,4,-1,-1,-1,-1,N,-1,2,QWERTY,touchpad,414.5189983583382,-1,-1,-1,-1,90,204,0,302,302,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,245,5,-1,-1,-1,-1,W,-1,1,QWERTY,touchpad,791.2679697801498,-1,-1,-1,-1,180,235,0,299,299,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,242,2,-1,-1,-1,-1,NW,-1,2,QWERTY,touchpad,451.9756630616299,-1,-1,-1,-1,131.7713521303644,138.10503249338888,0,267,267,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,243,3,-1,-1,-1,-1,SW,-1,2,QWERTY,touchpad,308.7798568559808,-1,-1,-1,-1,233.59591143692097,123.00406497347964,0,266,266,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,244,4,-1,-1,-1,-1,N,-1,2,QWERTY,touchpad,726.9360357005285,-1,-1,-1,-1,90.47745377730958,120.00416659433121,0,281,281,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,245,5,-1,-1,-1,-1,W,-1,1,QWERTY,touchpad,200.80836635957178,-1,-1,-1,-1,180,107,0,252,252,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,242,2,-1,-1,-1,-1,NW,-1,2,QWERTY,touchpad,888.5763895130233,-1,-1,-1,-1,144.52466797179,213.66328650472454,0,234,234,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,243,3,-1,-1,-1,-1,SW,-1,2,QWERTY,touchpad,558.3233829959122,-1,-1,-1,-1,239.45488993871822,328.60006086426705,0,214,214,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,244,4,-1,-1,-1,-1,N,-1,2,QWERTY,touchpad,505.7519154684439,-1,-1,-1,-1,90,314,0,332,332,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,245,5,-1,-1,-1,-1,W,-1,1,QWERTY,touchpad,246.4163143949686,-1,-1,-1,-1,180,115,0,318,318,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,242,2,-1,-1,-1,-1,NW,-1,2,QWERTY,touchpad,680.5123070158246,-1,-1,-1,-1,137.48955292199915,146.50938536489735,0,234,234,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,243,3,-1,-1,-1,-1,SW,-1,2,QWERTY,touchpad,508.48795462626254,-1,-1,-1,-1,242.97841840882296,224.50835173774718,0,221,221,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,244,4,-1,-1,-1,-1,N,-1,2,QWERTY,touchpad,839.9101142384226,-1,-1,-1,-1,89.64632684075353,162.00308639035245,0,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,245,5,-1,-1,-1,-1,W,-1,1,QWERTY,touchpad,595.1016719855523,-1,-1,-1,-1,180,109,0,267,267,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,241,1,-1,-1,-1,-1,NE,-1,2,QWERTY,touchpad,887.7679877085003,-1,-1,-1,-1,51.07245640720771,167.10774967068403,0,233,233,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,242,2,-1,-1,-1,-1,NW,-1,2,QWERTY,touchpad,789.9493654659138,-1,-1,-1,-1,134.16158502559787,144.97241116847025,0,252,252,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,243,3,-1,-1,-1,-1,SW,-1,2,QWERTY,touchpad,489.00102249381854,-1,-1,-1,-1,246.95804053278198,240.160363090998,0,232,232,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,244,4,-1,-1,-1,-1,N,-1,2,QWERTY,touchpad,627.8096845382365,-1,-1,-1,-1,90.75884012426854,151.0132444522665,0,266,266,-1,-1,-1,-1,-1,-1,-1,-1,-1
1dir,4,245,5,-1,-1,-1,-1,W,-1,1,QWERTY,touchpad,425.6195484232368,-1,-1,-1,-1,180,72,0,269,269,-1,-1,-1,-1,-1,-1,-1,-1,-1
